17 0 1 506.101 4047.68 0 6752.15 39 39 1500 false
17 1 2 460 3670.59 0 7088.7 22 10 1500 false
17 2 3 520 4171.28 0 7088.7 21 6 1500 false
17 3 4 503.75 4027.2 0 7088.7 29 15 1500 false
17 4 5 395 3151.1 0 7088.7 472 830 1500 false
17 5 6 487.5 3908.91 0 7443.62 86 87 1500 false
17 6 7 520 4151.69 0 7443.62 28 7 1500 false
17 7 8 501.25 4015.38 0 7443.62 34 10 1500 false
17 8 9 526.25 4212.91 0 7443.62 23 7 1500 false
17 9 10 536.25 4273.48 0 7443.62 112 178 1500 false
17 10 11 533.75 4291.28 0 7443.62 19 5 1500 false
17 11 12 546.25 4369.61 0 7443.62 137 233 1500 false
17 12 13 536.25 4283.91 0 7443.62 20 6 1500 false
17 13 14 538.75 4311.34 0 7815.52 21 7 1500 false
17 14 15 511.25 4076.81 0 7815.52 62 86 1500 false
17 15 16 533.75 4285.95 0 7815.52 22 7 1500 false
17 16 17 541.25 4322.2 0 7815.52 29 20 1500 false
17 17 18 547.5 4371.68 0 7815.52 40 44 1500 false
17 18 19 548.75 4406.52 0 7815.52 22 6 1500 false
17 19 20 548.75 4389.37 0 7815.52 32 27 1500 false
17 20 21 546.25 4362.82 0 7815.52 26 16 1500 false
17 21 22 545 4359.32 0 7815.52 109 182 1500 false
17 22 23 517.5 4147.11 0 7815.52 22 6 1500 false
17 23 24 546.25 4354.5 0 7815.52 100 156 1500 false
17 24 25 522.5 4195.81 0 7815.52 21 5 1500 false
17 25 26 523.75 4186.12 0 7815.52 24 11 1500 false
17 26 27 531.25 4254.32 0 7815.52 26 17 1500 false
17 27 28 548.75 4368.23 0 7815.52 48 53 1500 false
17 28 29 552.5 4436 0 7815.52 27 14 1500 false
17 29 30 532.5 4258.25 0 8207.22 25 11 1500 false
17 30 31 533.75 4271.9 0 8207.22 373 612 1500 false
17 31 32 531.25 4244.68 0 8207.22 94 146 1500 false
17 32 33 508.75 4081 0 8207.22 21 7 1500 false
17 33 34 543.75 4347.88 0 8207.22 23 10 1500 false
17 34 35 515 4109.37 0 8207.22 76 106 1500 false
17 35 36 508.75 4083.53 0 8207.22 28 17 1500 false
17 36 37 520 4157.44 0 8207.22 27 14 1500 false
17 37 38 523.75 4191.69 0 8207.22 20 5 1500 false
17 38 39 535 4271.42 0 8207.22 22 6 1500 false
17 39 40 527.5 4218.73 0 8207.22 80 118 1500 false
17 40 41 521.25 4180.21 0 8207.22 21 7 1500 false
17 41 42 528.75 4214.05 0 8207.22 27 14 1500 false
17 42 43 510 4095.73 0 8207.22 22 6 1500 false
17 43 44 541.25 4326.2 0 8207.22 23 9 1500 false
17 44 45 538.75 4306.12 0 8207.22 110 178 1500 false
17 45 46 533.75 4278.49 0 8207.22 36 32 1500 false
17 46 47 531.25 4241.44 0 8207.22 23 7 1500 false
17 47 48 542.5 4347.71 0 8207.22 24 10 1500 false
17 48 49 530 4241.89 0 8207.22 23 9 1500 false
17 49 50 522.5 4171.28 0 8207.22 22 7 1500 false
17 50 51 538.75 4316.55 0 8207.22 27 17 1500 false
17 51 52 361.25 2888.24 1 8207.22 155 243 1500 false
17 52 53 531.25 4243.88 0 8207.22 47 55 1500 false
17 53 54 526.25 4212.86 0 8207.22 20 5 1500 false
17 54 55 493.75 3949.69 0 8207.22 96 141 1500 false
17 55 56 527.5 4226.9 0 8207.22 24 9 1500 false
17 56 57 532.5 4254.73 0 8207.22 26 10 1500 false
17 57 58 552.5 4416.97 0 8207.22 26 11 1500 false
17 58 59 533.75 4271.76 0 8207.22 22 8 1500 false
17 59 60 520 4159.16 0 8207.22 21 6 1500 false
