13 0 1 506.288 4049.2 0 6849.72 45 45 1500 false
13 1 2 460 3670.59 0 6849.72 22 6 1500 false
13 2 3 520 4171.29 0 7194.75 20 4 1500 false
13 3 4 503.75 4027.2 0 7194.75 24 8 1500 false
13 4 5 395 3151.11 0 7194.75 462 819 1500 false
13 5 6 487.5 3908.91 0 7194.75 91 94 1500 false
13 6 7 520 4151.71 0 7555.34 21 6 1500 false
13 7 8 501.25 4015.36 0 7555.34 36 13 1500 false
13 8 9 526.25 4212.91 0 7555.34 19 4 1500 false
13 9 10 536.25 4273.48 0 7555.34 156 271 1500 false
13 10 11 533.75 4291.29 0 7555.34 28 20 1500 false
13 11 12 546.25 4369.6 0 7555.34 195 345 1500 false
13 12 13 536.25 4283.91 0 7555.34 19 5 1500 false
13 13 14 538.75 4311.35 0 7555.34 26 13 1500 false
13 14 15 511.25 4076.82 0 7555.34 61 86 1500 false
13 15 16 533.75 4285.95 0 7555.34 21 7 1500 false
13 16 17 541.25 4322.19 0 7555.34 31 23 1500 false
13 17 18 547.5 4371.71 0 7932.89 41 45 1500 false
13 18 19 548.75 4406.5 0 7932.89 20 5 1500 false
13 19 20 548.75 4389.37 0 7932.89 36 33 1500 false
13 20 21 546.25 4362.82 0 7932.89 19 4 1500 false
13 21 22 545 4359.32 0 7932.89 111 181 1500 false
13 22 23 517.5 4147.11 0 7932.89 21 7 1500 false
13 23 24 546.25 4354.5 0 7932.89 134 229 1500 false
13 24 25 522.5 4195.81 0 7932.89 21 6 1500 false
13 25 26 523.75 4186.12 0 7932.89 21 5 1500 false
13 26 27 531.25 4254.32 0 7932.89 20 5 1500 false
13 27 28 548.75 4368.26 0 7932.89 60 79 1500 false
13 28 29 552.5 4436.01 0 7932.89 74 98 1500 false
13 29 30 532.5 4258.22 0 8328.83 26 11 1500 false
13 30 31 533.75 4271.91 0 8328.83 515 989 1500 false
13 31 32 531.25 4244.73 0 8328.83 91 143 1500 false
13 32 33 508.75 4080.94 0 8328.83 23 10 1500 false
13 33 34 543.75 4347.88 0 8328.83 26 14 1500 false
13 34 35 515 4109.38 0 8328.83 73 109 1500 false
13 35 36 508.75 4083.52 0 8328.83 19 4 1500 false
13 36 37 520 4157.44 0 8328.83 21 6 1500 false
13 37 38 523.75 4191.68 0 8328.83 23 9 1500 false
13 38 39 535 4271.69 0 8328.83 23 8 1500 false
13 39 40 527.5 4218.46 0 8328.83 76 114 1500 false
13 40 41 521.25 4180.22 0 8328.83 19 5 1500 false
13 41 42 528.75 4214.05 0 8328.83 24 9 1500 false
13 42 43 510 4095.73 0 8328.83 20 5 1500 false
13 43 44 541.25 4326.2 0 8328.83 22 6 1500 false
13 44 45 538.75 4306.12 0 8328.83 143 229 1500 false
13 45 46 533.75 4278.49 0 8328.83 40 33 1500 false
13 46 47 531.25 4241.44 0 8328.83 22 8 1500 false
13 47 48 542.5 4347.71 0 8328.83 27 16 1500 false
13 48 49 530 4241.89 0 8328.83 21 6 1500 false
13 49 50 522.5 4171.52 0 8328.83 20 5 1500 false
13 50 51 538.75 4316.31 0 8328.83 26 9 1500 false
13 51 52 361.25 2888.24 0 8328.83 193 348 1500 false
13 52 53 531.25 4243.88 0 8328.83 61 84 1500 false
13 53 54 526.25 4212.86 0 8328.83 21 7 1500 false
13 54 55 493.75 3949.69 0 8328.83 109 181 1500 false
13 55 56 527.5 4226.91 0 8328.83 22 9 1500 false
13 56 57 532.5 4254.73 0 8328.83 21 5 1500 false
13 57 58 552.5 4416.97 0 8328.83 27 15 1500 false
13 58 59 533.75 4271.77 0 8328.83 21 7 1500 false
13 59 60 520 4159.19 0 8328.83 27 11 1500 false
