19 0 1 506.101 4047.68 0 6752.15 41 44 1500 false
19 1 2 460 3670.59 0 7088.7 21 6 1500 false
19 2 3 520 4171.28 0 7088.7 20 5 1500 false
19 3 4 503.75 4027.2 0 7088.7 22 7 1500 false
19 4 5 395 3151.11 0 7088.7 405 760 1500 false
19 5 6 487.5 3908.91 0 7443.62 96 104 1500 false
19 6 7 520 4151.69 0 7443.62 22 10 1500 false
19 7 8 501.25 4015.35 0 7443.62 29 8 1500 false
19 8 9 526.25 4212.94 0 7443.62 21 6 1500 false
19 9 10 536.25 4273.48 0 7443.62 114 187 1500 false
19 10 11 533.75 4291.28 0 7443.62 20 6 1500 false
19 11 12 546.25 4369.61 0 7443.62 138 236 1500 false
19 12 13 536.25 4283.91 0 7443.62 19 5 1500 false
19 13 14 538.75 4311.34 0 7815.52 24 8 1500 false
19 14 15 511.25 4076.82 0 7815.52 48 60 1500 false
19 15 16 533.75 4285.95 0 7815.52 20 6 1500 false
19 16 17 541.25 4322.2 0 7815.52 28 19 1500 false
19 17 18 547.5 4371.68 0 7815.52 42 44 1500 false
19 18 19 548.75 4406.49 0 7815.52 23 6 1500 false
19 19 20 548.75 4389.4 0 7815.52 35 22 1500 false
19 20 21 546.25 4362.82 0 7815.52 19 5 1500 false
19 21 22 545 4359.32 0 7815.52 81 123 1500 false
19 22 23 517.5 4147.11 0 7815.52 19 5 1500 false
19 23 24 546.25 4354.5 0 7815.52 98 157 1500 false
19 24 25 522.5 4195.81 0 7815.52 23 9 1500 false
19 25 26 523.75 4186.12 0 7815.52 21 6 1500 false
19 26 27 531.25 4254.32 0 7815.52 24 9 1500 false
19 27 28 548.75 4368.23 0 7815.52 48 57 1500 false
19 28 29 552.5 4436 0 7815.52 25 11 1500 false
19 29 30 532.5 4258.25 0 8207.22 32 24 1500 false
19 30 31 533.75 4271.9 0 8207.22 369 620 1500 false
19 31 32 531.25 4244.68 0 8207.22 91 144 1500 false
19 32 33 508.75 4081 0 8207.22 22 7 1500 false
19 33 34 543.75 4347.88 0 8207.22 24 10 1500 false
19 34 35 515 4109.37 0 8207.22 66 94 1500 false
19 35 36 508.75 4083.53 0 8207.22 22 8 1500 false
19 36 37 520 4157.43 0 8207.22 27 15 1500 false
19 37 38 523.75 4191.69 0 8207.22 23 8 1500 false
19 38 39 535 4271.42 0 8207.22 23 8 1500 false
19 39 40 527.5 4218.48 0 8207.22 59 79 1500 false
19 40 41 521.25 4180.46 0 8207.22 28 17 1500 false
19 41 42 528.75 4214.05 0 8207.22 25 12 1500 false
19 42 43 510 4095.73 0 8207.22 21 6 1500 false
19 43 44 541.25 4326.2 0 8207.22 24 10 1500 false
19 44 45 538.75 4306.12 0 8207.22 113 185 1500 false
19 45 46 533.75 4278.49 0 8207.22 35 33 1500 false
19 46 47 531.25 4241.44 0 8207.22 20 5 1500 false
19 47 48 542.5 4347.71 0 8207.22 25 8 1500 false
19 48 49 530 4241.89 0 8207.22 19 4 1500 false
19 49 50 522.5 4171.28 0 8207.22 25 9 1500 false
19 50 51 538.75 4316.29 0 8207.22 26 11 1500 false
19 51 52 361.25 2888.41 1 8207.22 158 255 1500 false
19 52 53 531.25 4243.88 0 8207.22 49 59 1500 false
19 53 54 526.25 4212.86 0 8207.22 22 8 1500 false
19 54 55 493.75 3949.69 0 8207.22 89 141 1500 false
19 55 56 527.5 4226.9 0 8207.22 20 5 1500 false
19 56 57 532.5 4254.74 0 8207.22 21 6 1500 false
19 57 58 552.5 4416.97 0 8207.22 26 12 1500 false
19 58 59 533.75 4271.76 0 8207.22 21 4 1500 false
19 59 60 520 4159.16 0 8207.22 24 10 1500 false
